movie,actor,rank,studio,bday,male,release_date,production_budget,domestic_gross,worldwide_gross
Valentine's Day,Jessica Alba,4,WB (NL),1981-04-28,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Jessica Biel,2,WB (NL),1982-03-03,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Julia Roberts,16,WB (NL),1967-10-28,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Kathy Bates,6,WB (NL),1948-06-28,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Queen Latifah,7,WB (NL),1970-03-18,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Taylor Lautner,6,WB (NL),1992-02-11,1.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Topher Grace,3,WB (NL),1978-07-12,1.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valiant,Ben Kingsley,20,BV,1943-12-31,1.0,2005-08-19,35000000.0,19478106.0,64188387.0
Valiant,Ewan McGregor,18,BV,1971-03-31,1.0,2005-08-19,35000000.0,19478106.0,64188387.0
Valiant,Hugh Laurie,11,BV,1959-06-11,1.0,2005-08-19,35000000.0,19478106.0,64188387.0
Valiant,Jim Broadbent,18,BV,1949-05-24,1.0,2005-08-19,35000000.0,19478106.0,64188387.0
Valkyrie,Kenneth Branagh,3,UA,1960-12-10,1.0,2008-12-25,90000000.0,83077762.0,203902107.0
Valkyrie,Tom Cruise,25,UA,1962-07-03,1.0,2008-12-25,90000000.0,83077762.0,203902107.0
Valkyrie,Tom Wilkinson,5,UA,1948-02-05,1.0,2008-12-25,90000000.0,83077762.0,203902107.0
Vampire in Brooklyn,Angela Bassett,14,Par.,1958-08-16,0.0,1995-10-27,14000000.0,19556475.0,19556475.0
Vampire in Brooklyn,Eddie Murphy,33,Par.,1961-04-03,1.0,1995-10-27,14000000.0,19556475.0,19556475.0
Vamps,Alicia Silverstone,14,Anch.,1976-10-04,0.0,2012-11-02,16000000.0,3361.0,94812.0
Van Helsing,Hugh Jackman,7,Uni.,1968-10-12,1.0,2004-05-07,170000000.0,120150546.0,300150546.0
Van Helsing,Kate Beckinsale,3,Uni.,1973-07-26,0.0,2004-05-07,170000000.0,120150546.0,300150546.0
Vanilla Sky,Cameron Diaz,9,Par.,1972-08-30,0.0,2001-12-14,70000000.0,100614858.0,202726605.0
Vanilla Sky,Kurt Russell,4,Par.,1951-03-17,1.0,2001-12-14,70000000.0,100614858.0,202726605.0
Vanilla Sky,Penelope Cruz,2,Par.,1974-04-28,0.0,2001-12-14,70000000.0,100614858.0,202726605.0
Vanilla Sky,Tilda Swinton,3,Par.,1960-11-05,0.0,2001-12-14,70000000.0,100614858.0,202726605.0
Vanilla Sky,Tom Cruise,18,Par.,1962-07-03,1.0,2001-12-14,70000000.0,100614858.0,202726605.0
Vanity Fair,James Purefoy,4,Focus,1964-06-03,1.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vanity Fair,Jim Broadbent,19,Focus,1949-05-24,1.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vanity Fair,Jonathan Rhys Meyers,8,Focus,1977-07-27,1.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vanity Fair,Reese Witherspoon,20,Focus,1976-03-22,0.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vanity Fair,Rhys Ifans,8,Focus,1967-07-22,1.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vanity Fair,Romola Garai,3,Focus,1982-08-06,0.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vanity Fair,Tom Sturridge,-,Focus,1985-12-21,1.0,2004-09-01,23000000.0,16123851.0,19123851.0
Vantage Point,Dennis Quaid,10,Sony,1954-04-09,1.0,2008-02-22,40000000.0,72266306.0,150886329.0
Vantage Point,Forest Whitaker,12,Sony,1961-07-15,1.0,2008-02-22,40000000.0,72266306.0,150886329.0
Vantage Point,Sigourney Weaver,13,Sony,1949-10-08,0.0,2008-02-22,40000000.0,72266306.0,150886329.0
Vantage Point,Zoe Saldana,6,Sony,1978-06-19,0.0,2008-02-22,40000000.0,72266306.0,150886329.0
Varsity Blues,Ali Larter,2,Par.,1976-02-28,0.0,1999-01-15,16000000.0,52894169.0,54294169.0
Varsity Blues,Jesse Plemons,1,Par.,1988-04-02,1.0,1999-01-15,16000000.0,52894169.0,54294169.0
Varsity Blues,Jon Voight,15,Par.,1938-12-29,1.0,1999-01-15,16000000.0,52894169.0,54294169.0
Varsity Blues,Paul Walker,9,Par.,1973-09-12,1.0,1999-01-15,16000000.0,52894169.0,54294169.0
Velvet Goldmine,Christian Bale,29,Mira.,1974-01-30,1.0,1998-11-06,9000000.0,1043487.0,4303343.0
Velvet Goldmine,Ewan McGregor,36,Mira.,1971-03-31,1.0,1998-11-06,9000000.0,1043487.0,4303343.0
Velvet Goldmine,Jonathan Rhys Meyers,11,Mira.,1977-07-27,1.0,1998-11-06,9000000.0,1043487.0,4303343.0
Velvet Goldmine,Toni Collette,21,Mira.,1972-11-01,0.0,1998-11-06,9000000.0,1043487.0,4303343.0
Vera Drake,Imelda Staunton,8,FL,1956-01-09,0.0,2004-10-10,11000000.0,3753806.0,13353855.0
Vera Drake,Sally Hawkins,5,FL,1976-04-27,0.0,2004-10-10,11000000.0,3753806.0,13353855.0
Veronica Guerin,Cate Blanchett,33,BV,1969-05-14,0.0,2003-10-17,17000000.0,1569918.0,9438074.0
Veronica Guerin,Colin Farrell,-,BV,1976-05-31,1.0,2003-10-17,17000000.0,1569918.0,9438074.0
Veronica Mars,Kristen Bell,12,WB,1980-07-18,0.0,2014-03-14,6000000.0,3322127.0,3485383.0
Very Bad Things,Cameron Diaz,27,Poly,1972-08-30,0.0,1998-11-25,10000000.0,9801782.0,20947286.0
Very Bad Things,Jon Favreau,13,Poly,1966-10-19,1.0,1998-11-25,10000000.0,9801782.0,20947286.0
Vicky Cristina Barcelona,Chris Messina,4,MGM/W,1974-08-11,1.0,2008-08-15,16000000.0,23216709.0,104504817.0
Vicky Cristina Barcelona,Javier Bardem,4,MGM/W,1969-03-01,1.0,2008-08-15,16000000.0,23216709.0,104504817.0
Vicky Cristina Barcelona,Penelope Cruz,9,MGM/W,1974-04-28,0.0,2008-08-15,16000000.0,23216709.0,104504817.0
Vicky Cristina Barcelona,Rebecca Hall,5,MGM/W,1982-05-03,0.0,2008-08-15,16000000.0,23216709.0,104504817.0
Vicky Cristina Barcelona,Scarlett Johansson,20,MGM/W,1984-11-22,0.0,2008-08-15,16000000.0,23216709.0,104504817.0
Victor Frankenstein,Daniel Radcliffe,11,Fox,1989-07-23,1.0,2015-11-25,40000000.0,5775076.0,33175076.0
Victor Frankenstein,James McAvoy,12,Fox,1979-04-21,1.0,2015-11-25,40000000.0,5775076.0,33175076.0
Victor Frankenstein,Jessica Brown Findlay,2,Fox,1989-09-14,0.0,2015-11-25,40000000.0,5775076.0,33175076.0
Virtuosity,Denzel Washington,28,Par.,1954-12-28,1.0,1995-08-04,30000000.0,23980766.0,23980766.0
Virtuosity,Kaley Cuoco,-,Par.,1985-11-30,0.0,1995-08-04,30000000.0,23980766.0,23980766.0
Virtuosity,Russell Crowe,14,Par.,1964-04-07,1.0,1995-08-04,30000000.0,23980766.0,23980766.0
Volcano,Don Cheadle,12,Fox,1964-11-29,1.0,1997-04-25,90000000.0,47474112.0,120027316.0
Volcano,John Corbett,-,Fox,1961-05-09,1.0,1997-04-25,90000000.0,47474112.0,120027316.0
Volcano,Tommy Lee Jones,17,Fox,1946-09-15,1.0,1997-04-25,90000000.0,47474112.0,120027316.0
Volver,Penelope Cruz,14,SPC,1974-04-28,0.0,2006-11-03,9400000.0,12899867.0,87226613.0
W.,Elizabeth Banks,17,LGF,1974-02-10,0.0,2008-10-17,25100000.0,25534493.0,28575778.0
W.,Ioan Gruffudd,6,LGF,1973-10-06,1.0,2008-10-17,25100000.0,25534493.0,28575778.0
W.,Josh Brolin,16,LGF,1968-02-12,1.0,2008-10-17,25100000.0,25534493.0,28575778.0
W.,Thandie Newton,10,LGF,1972-11-06,0.0,2008-10-17,25100000.0,25534493.0,28575778.0
WALL-E,Sigourney Weaver,-,BV,1949-10-08,0.0,2008-06-27,180000000.0,223808164.0,532590994.0
Wag the Dog,Craig T. Nelson,-,NL,1944-04-04,1.0,1997-12-25,15000000.0,43022524.0,64217092.0
Wag the Dog,Dustin Hoffman,18,NL,1937-08-08,1.0,1997-12-25,15000000.0,43022524.0,64217092.0
Wag the Dog,Kirsten Dunst,10,NL,1982-04-30,0.0,1997-12-25,15000000.0,43022524.0,64217092.0
Wag the Dog,Robert DeNiro,22,NL,1943-08-17,1.0,1997-12-25,15000000.0,43022524.0,64217092.0
Wag the Dog,William H. Macy,-,NL,1950-03-13,1.0,1997-12-25,15000000.0,43022524.0,64217092.0
Wag the Dog,Woody Harrelson,13,NL,1961-07-23,1.0,1997-12-25,15000000.0,43022524.0,64217092.0
Wah-Wah,Nicholas Hoult,9,IDP,1989-12-07,1.0,2006-05-12,7000000.0,234750.0,463039.0
Waiting for Guffman,Parker Posey,13,SPC,1968-11-08,0.0,1997-01-31,4000000.0,2922988.0,2922988.0
Waiting...,Anna Faris,18,Lions,1976-11-29,0.0,2005-10-07,1125000.0,16124543.0,18673274.0
Waiting...,Justin Long,17,Lions,1978-06-02,1.0,2005-10-07,1125000.0,16124543.0,18673274.0
Waiting...,Ryan Reynolds,18,Lions,1976-10-23,1.0,2005-10-07,1125000.0,16124543.0,18673274.0
Walk Hard: The Dewey Cox Story,Ed Helms,-,Sony,1974-01-24,1.0,2007-12-21,35000000.0,18317151.0,20606053.0
Walk Hard: The Dewey Cox Story,Jenna Fischer,3,Sony,1974-03-07,0.0,2007-12-21,35000000.0,18317151.0,20606053.0
Walk Hard: The Dewey Cox Story,Jonah Hill,-,Sony,1983-12-20,1.0,2007-12-21,35000000.0,18317151.0,20606053.0
Walk Hard: The Dewey Cox Story,Justin Long,-,Sony,1978-06-02,1.0,2007-12-21,35000000.0,18317151.0,20606053.0
Walk Hard: The Dewey Cox Story,Kristen Wiig,11,Sony,1973-08-22,0.0,2007-12-21,35000000.0,18317151.0,20606053.0
Walk the Line,Ginnifer Goodwin,2,Fox,1978-05-22,0.0,2005-11-18,29000000.0,119519402.0,187707495.0
Walk the Line,Joaquin Phoenix,4,Fox,1974-10-28,1.0,2005-11-18,29000000.0,119519402.0,187707495.0
Walk the Line,Reese Witherspoon,3,Fox,1976-03-22,0.0,2005-11-18,29000000.0,119519402.0,187707495.0
Walking Tall,Dwayne Johnson,16,MGM,1972-05-02,1.0,2004-04-02,56000000.0,46213824.0,47313824.0
Walking Tall,Johnny Knoxville,8,MGM,1971-03-11,1.0,2004-04-02,56000000.0,46213824.0,47313824.0
Walking and Talking,Liev Schreiber,23,Mira.,1967-10-04,1.0,1996-07-17,1000000.0,1231303.0,1559610.0
Walking with Dinosaurs,John Leguizamo,20,Fox,1964-07-22,1.0,2013-12-20,80000000.0,36076121.0,130580730.0
Walking with Dinosaurs,Justin Long,15,Fox,1978-06-02,1.0,2013-12-20,80000000.0,36076121.0,130580730.0
Walking with Dinosaurs,Karl Urban,10,Fox,1972-06-07,1.0,2013-12-20,80000000.0,36076121.0,130580730.0
Wall Street,Charlie Sheen,9,Fox,1965-09-03,1.0,1987-12-11,16500000.0,43848100.0,43848100.0
Wall Street,Michael Douglas,14,Fox,1944-09-25,1.0,1987-12-11,16500000.0,43848100.0,43848100.0
Wanderlust,Alan Alda,18,Uni.,1936-01-28,1.0,2012-02-24,32500000.0,17288155.0,24159934.0
Wanderlust,Jennifer Aniston,19,Uni.,1969-02-11,0.0,2012-02-24,32500000.0,17288155.0,24159934.0
Wanderlust,Paul Rudd,20,Uni.,1969-04-06,1.0,2012-02-24,32500000.0,17288155.0,24159934.0
Wanted,Angelina Jolie,8,Uni.,1975-06-04,0.0,2008-06-27,75000000.0,134327125.0,342235034.0
Wanted,Chris Pratt,-,Uni.,1979-06-21,1.0,2008-06-27,75000000.0,134327125.0,342235034.0
Wanted,James McAvoy,2,Uni.,1979-04-21,1.0,2008-06-27,75000000.0,134327125.0,342235034.0
Wanted,Morgan Freeman,12,Uni.,1937-06-01,1.0,2008-06-27,75000000.0,134327125.0,342235034.0
War Horse,Benedict Cumberbatch,5,BV,1976-07-19,1.0,2011-12-25,70000000.0,79883359.0,156815529.0
War Horse,Tom Hiddleston,4,BV,1981-02-09,1.0,2011-12-25,70000000.0,79883359.0,156815529.0
War of the Worlds,Amy Ryan,-,Par.,1969-05-03,0.0,2005-06-29,132000000.0,234280354.0,606836535.0
War of the Worlds,Dakota Fanning,2,Par.,1994-02-23,0.0,2005-06-29,132000000.0,234280354.0,606836535.0
War of the Worlds,Tim Robbins,1,Par.,1958-10-16,1.0,2005-06-29,132000000.0,234280354.0,606836535.0
War of the Worlds,Tom Cruise,6,Par.,1962-07-03,1.0,2005-06-29,132000000.0,234280354.0,606836535.0
"War, Inc.",Ben Kingsley,46,First,1943-12-31,1.0,2008-05-23,10000000.0,578527.0,1297520.0
"War, Inc.",Hilary Duff,9,First,1987-09-28,0.0,2008-05-23,10000000.0,578527.0,1297520.0
"War, Inc.",John Cusack,41,First,1966-06-28,1.0,2008-05-23,10000000.0,578527.0,1297520.0
"War, Inc.",Marisa Tomei,32,First,1964-12-04,0.0,2008-05-23,10000000.0,578527.0,1297520.0
WarGames,Matthew Broderick,3,MGM,1962-03-21,1.0,1983-06-03,12000000.0,74433837.0,74433837.0
Warm Bodies,Analeigh Tipton,2,LG/S,1988-11-09,0.0,2013-02-01,30000000.0,66380662.0,115121608.0
Warm Bodies,John Malkovich,12,LG/S,1953-12-09,1.0,2013-02-01,30000000.0,66380662.0,115121608.0
Warm Bodies,Nicholas Hoult,4,LG/S,1989-12-07,1.0,2013-02-01,30000000.0,66380662.0,115121608.0
Warm Bodies,Teresa Palmer,2,LG/S,1986-02-26,0.0,2013-02-01,30000000.0,66380662.0,115121608.0
Warrior,Tom Hardy,9,LGF,1977-09-15,1.0,2011-09-09,25000000.0,13657115.0,24215385.0
Watchmen,Billy Crudup,2,WB,1968-07-08,1.0,2009-03-06,138000000.0,107509799.0,184068357.0
Watchmen,Jackie Earle Haley,3,WB,1961-07-14,1.0,2009-03-06,138000000.0,107509799.0,184068357.0
Watchmen,Jeffrey Dean Morgan,1,WB,1966-04-22,1.0,2009-03-06,138000000.0,107509799.0,184068357.0
Watchmen,Matthew Goode,1,WB,1978-04-03,1.0,2009-03-06,138000000.0,107509799.0,184068357.0
Water for Elephants,Christoph Waltz,6,Fox,1956-10-04,1.0,2011-04-22,38000000.0,58709717.0,116809717.0
Water for Elephants,Reese Witherspoon,10,Fox,1976-03-22,0.0,2011-04-22,38000000.0,58709717.0,116809717.0
Water for Elephants,Robert Pattinson,7,Fox,1986-05-13,1.0,2011-04-22,38000000.0,58709717.0,116809717.0
Waterworld,Jack Black,-,Uni.,1969-08-28,1.0,1995-07-28,175000000.0,88214660.0,264214660.0
Waterworld,Kevin Costner,6,Uni.,1955-01-18,1.0,1995-07-28,175000000.0,88214660.0,264214660.0
Wayne's World,Chris Farley,-,Par.,1964-02-15,1.0,1992-02-14,20000000.0,119352584.0,180752584.0
Wayne's World,Dana Carvey,1,Par.,1955-06-02,1.0,1992-02-14,20000000.0,119352584.0,180752584.0
Wayne's World,Mike Myers,7,Par.,1963-05-25,1.0,1992-02-14,20000000.0,119352584.0,180752584.0
Wayne's World,Rob Lowe,2,Par.,1964-03-17,1.0,1992-02-14,20000000.0,119352584.0,180752584.0
We Are Marshall,Anthony Mackie,7,WB,1978-09-23,1.0,2006-12-22,65000000.0,43545364.0,43545364.0
We Are Marshall,January Jones,4,WB,1978-01-05,0.0,2006-12-22,65000000.0,43545364.0,43545364.0
We Are Marshall,Matthew McConaughey,16,WB,1969-11-04,1.0,2006-12-22,65000000.0,43545364.0,43545364.0
We Are Your Friends,Emily Ratajkowski,1,WB,1991-06-07,0.0,2015-08-28,2000000.0,3591417.0,9417474.0
We Are Your Friends,Zac Efron,11,WB,1987-10-18,1.0,2015-08-28,2000000.0,3591417.0,9417474.0
We Bought a Zoo,Matt Damon,17,Fox,1970-10-08,1.0,2011-11-26,50000000.0,75624550.0,118729073.0
We Bought a Zoo,Scarlett Johansson,8,Fox,1984-11-22,0.0,2011-11-26,50000000.0,75624550.0,118729073.0
We Bought a Zoo,Thomas Haden Church,7,Fox,1960-06-17,1.0,2011-11-26,50000000.0,75624550.0,118729073.0
We Need to Talk About Kevin,Ezra Miller,4,Osci.,1992-09-30,1.0,2011-12-09,7000000.0,1738692.0,10765283.0
We Need to Talk About Kevin,Tilda Swinton,18,Osci.,1960-11-05,0.0,2011-12-09,7000000.0,1738692.0,10765283.0
We Own the Night,Eva Mendes,10,Sony,1974-03-05,0.0,2007-10-12,28000000.0,28563179.0,55307857.0
We Own the Night,Joaquin Phoenix,9,Sony,1974-10-28,1.0,2007-10-12,28000000.0,28563179.0,55307857.0
We Own the Night,Mark Wahlberg,27,Sony,1971-06-05,1.0,2007-10-12,28000000.0,28563179.0,55307857.0
We Own the Night,Robert Duvall,28,Sony,1931-01-05,1.0,2007-10-12,28000000.0,28563179.0,55307857.0
We Were Soldiers,Clark Gregg,-,Par.,1962-04-02,1.0,2002-03-01,70000000.0,78120196.0,114658262.0
We Were Soldiers,Greg Kinnear,4,Par.,1963-06-17,1.0,2002-03-01,70000000.0,78120196.0,114658262.0
We Were Soldiers,Jon Hamm,-,Par.,1971-03-10,1.0,2002-03-01,70000000.0,78120196.0,114658262.0
We Were Soldiers,Mel Gibson,16,Par.,1956-01-03,1.0,2002-03-01,70000000.0,78120196.0,114658262.0
We Were Soldiers,Sam Elliott,5,Par.,1944-08-09,1.0,2002-03-01,70000000.0,78120196.0,114658262.0
We're No Angels,Demi Moore,17,Par.,1962-11-11,0.0,1989-12-15,20000000.0,10555348.0,10555348.0
We're No Angels,Robert DeNiro,58,Par.,1943-08-17,1.0,1989-12-15,20000000.0,10555348.0,10555348.0
We're No Angels,Sean Penn,18,Par.,1960-08-17,1.0,1989-12-15,20000000.0,10555348.0,10555348.0
We're the Millers,Ed Helms,4,WB (NL),1974-01-24,1.0,2013-08-07,37000000.0,150394119.0,267816276.0
We're the Millers,Emma Roberts,1,WB (NL),1991-02-10,0.0,2013-08-07,37000000.0,150394119.0,267816276.0
We're the Millers,Jason Sudeikis,1,WB (NL),1975-09-18,1.0,2013-08-07,37000000.0,150394119.0,267816276.0
We're the Millers,Jennifer Aniston,3,WB (NL),1969-02-11,0.0,2013-08-07,37000000.0,150394119.0,267816276.0
Welcome Home Roscoe Jenkins,Martin Lawrence,15,Uni.,1965-04-16,1.0,2008-02-08,27500000.0,42168445.0,43339555.0
Welcome Home Roscoe Jenkins,Michael Clarke Duncan,9,Uni.,1957-12-10,1.0,2008-02-08,27500000.0,42168445.0,43339555.0
Welcome to Collinwood,George Clooney,32,WB,1961-05-06,1.0,2002-10-04,12000000.0,378650.0,378650.0
Welcome to Collinwood,Sam Rockwell,24,WB,1968-11-05,1.0,2002-10-04,12000000.0,378650.0,378650.0
Welcome to Collinwood,William H. Macy,30,WB,1950-03-13,1.0,2002-10-04,12000000.0,378650.0,378650.0
Welcome to the Rileys,James Gandolfini,26,Gold.,1961-09-18,1.0,2010-10-29,10000000.0,152857.0,355919.0
Welcome to the Rileys,Kristen Stewart,23,Gold.,1990-04-09,0.0,2010-10-29,10000000.0,152857.0,355919.0
Welcome to the Rileys,Melissa Leo,21,Gold.,1960-09-14,0.0,2010-10-29,10000000.0,152857.0,355919.0
What Dreams May Come,"Cuba Gooding, Jr.",9,Poly,1968-01-02,1.0,1998-10-02,80000000.0,55350897.0,71350897.0
What Dreams May Come,Robin Williams,20,Poly,1951-07-21,1.0,1998-10-02,80000000.0,55350897.0,71350897.0
What Lies Beneath,Harrison Ford,12,DW,1942-07-13,1.0,2000-07-21,90000000.0,155370362.0,288600000.0
What Lies Beneath,Michelle Pfeiffer,2,DW,1958-04-29,0.0,2000-07-21,90000000.0,155370362.0,288600000.0
What Planet Are You From?,Annette Bening,16,Sony,1958-05-29,0.0,2000-03-03,50000000.0,6291602.0,6291602.0
What Planet Are You From?,Ben Kingsley,27,Sony,1943-12-31,1.0,2000-03-03,50000000.0,6291602.0,6291602.0
What Planet Are You From?,Greg Kinnear,24,Sony,1963-06-17,1.0,2000-03-03,50000000.0,6291602.0,6291602.0
What Women Want,Alan Alda,1,Par.,1936-01-28,1.0,2000-12-15,65000000.0,182805123.0,374105123.0
What Women Want,Bette Midler,-,Par.,1945-12-01,0.0,2000-12-15,65000000.0,182805123.0,374105123.0
What Women Want,Helen Hunt,3,Par.,1963-06-15,0.0,2000-12-15,65000000.0,182805123.0,374105123.0
What Women Want,Logan Lerman,-,Par.,1992-01-19,1.0,2000-12-15,65000000.0,182805123.0,374105123.0
What Women Want,Marisa Tomei,1,Par.,1964-12-04,0.0,2000-12-15,65000000.0,182805123.0,374105123.0
What Women Want,Mel Gibson,4,Par.,1956-01-03,1.0,2000-12-15,65000000.0,182805123.0,374105123.0
What a Girl Wants,Amanda Bynes,5,WB,1986-04-03,0.0,2003-04-04,25000000.0,35990505.0,35990505.0
What a Girl Wants,Colin Firth,11,WB,1960-09-10,1.0,2003-04-04,25000000.0,35990505.0,35990505.0
What a Girl Wants,Jonathan Pryce,9,WB,1947-06-01,1.0,2003-04-04,25000000.0,35990505.0,35990505.0
What to Expect When You're Expecting,Anna Kendrick,7,LGF,1985-08-09,0.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Brooklyn Decker,3,LGF,1987-04-12,0.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Cameron Diaz,22,LGF,1972-08-30,0.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Chace Crawford,1,LGF,1985-07-18,1.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Chris Rock,15,LGF,1965-02-07,1.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Dennis Quaid,24,LGF,1954-04-09,1.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Elizabeth Banks,13,LGF,1974-02-10,0.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Jennifer Lopez,14,LGF,1969-07-24,0.0,2012-05-18,37500000.0,41152203.0,120925697.0
What to Expect When You're Expecting,Rebel Wilson,-,LGF,1980-03-02,0.0,2012-05-18,37500000.0,41152203.0,120925697.0
What's Eating Gilbert Grape,Johnny Depp,30,Par.,1963-06-09,1.0,1993-12-25,11000000.0,9170214.0,9170214.0
What's Eating Gilbert Grape,Leonardo DiCaprio,21,Par.,1974-11-11,1.0,1993-12-25,11000000.0,9170214.0,9170214.0
What's Your Number?,Andy Samberg,8,Fox,1978-08-18,1.0,2011-09-30,20000000.0,14011084.0,30163785.0
What's Your Number?,Anna Faris,19,Fox,1976-11-29,0.0,2011-09-30,20000000.0,14011084.0,30163785.0
What's Your Number?,Anthony Mackie,19,Fox,1978-09-23,1.0,2011-09-30,20000000.0,14011084.0,30163785.0
What's Your Number?,Aziz Ansari,-,Fox,1983-02-23,1.0,2011-09-30,20000000.0,14011084.0,30163785.0
What's Your Number?,Chris Pratt,10,Fox,1979-06-21,1.0,2011-09-30,20000000.0,14011084.0,30163785.0
What's Your Number?,Mike Vogel,-,Fox,1979-07-17,1.0,2011-09-30,20000000.0,14011084.0,30163785.0
What's the Worst That Could Happen?,Bernie Mac,9,MGM,1957-10-05,1.0,2001-06-01,30000000.0,32267774.0,38462071.0
What's the Worst That Could Happen?,Danny DeVito,24,MGM,1944-11-17,1.0,2001-06-01,30000000.0,32267774.0,38462071.0
What's the Worst That Could Happen?,John Leguizamo,16,MGM,1964-07-22,1.0,2001-06-01,30000000.0,32267774.0,38462071.0
What's the Worst That Could Happen?,Martin Lawrence,17,MGM,1965-04-16,1.0,2001-06-01,30000000.0,32267774.0,38462071.0
Whatever Works,Henry Cavill,8,SPC,1983-05-05,1.0,2009-06-19,15000000.0,5306706.0,35106706.0
When a Stranger Calls,Clark Gregg,5,SGem,1962-04-02,1.0,2006-02-03,15000000.0,47860214.0,67215435.0
When a Stranger Calls,Katie Cassidy,2,SGem,1986-11-25,0.0,2006-02-03,15000000.0,47860214.0,67215435.0
When the Game Stands Tall,James Caviezel,9,TriS,1968-09-26,1.0,2014-08-22,15000000.0,30127963.0,30138912.0
Where the Heart Is,Ashley Judd,11,Fox,1968-04-19,0.0,2000-04-28,15000000.0,33771174.0,40862054.0
Where the Heart Is,Natalie Portman,9,Fox,1981-06-09,0.0,2000-04-28,15000000.0,33771174.0,40862054.0
Where the Heart Is,Sally Field,-,Fox,1946-11-06,0.0,2000-04-28,15000000.0,33771174.0,40862054.0
Where the Truth Lies,Colin Firth,27,Think,1960-09-10,1.0,2005-10-14,25000000.0,872142.0,1415656.0
Where the Truth Lies,Kevin Bacon,35,Think,1958-07-08,1.0,2005-10-14,25000000.0,872142.0,1415656.0
Where the Wild Things Are,Chris Cooper,-,WB,1951-07-09,1.0,2009-10-16,100000000.0,77233467.0,99123656.0
Where the Wild Things Are,Forest Whitaker,11,WB,1961-07-15,1.0,2009-10-16,100000000.0,77233467.0,99123656.0
Where the Wild Things Are,James Gandolfini,3,WB,1961-09-18,1.0,2009-10-16,100000000.0,77233467.0,99123656.0
Where the Wild Things Are,Max Records,1,WB,1997-06-18,1.0,2009-10-16,100000000.0,77233467.0,99123656.0
Where the Wild Things Are,Paul Dano,2,WB,1984-06-19,1.0,2009-10-16,100000000.0,77233467.0,99123656.0
While We're Young,Amanda Seyfried,17,A24,1985-12-03,0.0,2015-03-27,10000000.0,7582065.0,13423176.0
While We're Young,Ben Stiller,32,A24,1965-11-30,1.0,2015-03-27,10000000.0,7582065.0,13423176.0
While We're Young,Naomi Watts,21,A24,1968-09-28,0.0,2015-03-27,10000000.0,7582065.0,13423176.0
Whip It,Ellen Page,5,FoxS,1987-02-21,0.0,2009-10-02,15000000.0,13043363.0,18856151.0
Whip It,Kristen Wiig,15,FoxS,1973-08-22,0.0,2009-10-02,15000000.0,13043363.0,18856151.0
Whiplash,Melissa Benoist,2,SPC,1988-10-04,0.0,2014-10-10,3300000.0,13092006.0,33474334.0
Whiplash,Miles Teller,9,SPC,1987-02-20,1.0,2014-10-10,3300000.0,13092006.0,33474334.0
Whipped,Amanda Peet,19,Dest.,1972-01-11,0.0,2000-09-01,3000000.0,4142507.0,4142507.0
Whipped,Bridget Moynahan,-,Dest.,1972-09-21,0.0,2000-09-01,3000000.0,4142507.0,4142507.0
White Chicks,Marlon Wayans,4,Sony,1972-07-23,1.0,2004-06-23,20000000.0,69148997.0,111448997.0
White Chicks,Shawn Wayans,3,Sony,1971-01-19,1.0,2004-06-23,20000000.0,69148997.0,111448997.0
White Fang,Ethan Hawke,4,BV,1970-11-06,1.0,1991-01-18,14000000.0,34729091.0,34729091.0
