movie,actor,rank,studio,bday,male,release_date,production_budget,domestic_gross,worldwide_gross
Copycat,Sigourney Weaver,16,WB,1949-10-08,0.0,1995-10-27,20000000.0,31925151.0,31925151.0
Copying Beethoven,Ed Harris,41,MGM,1950-11-28,1.0,2006-11-10,11000000.0,355968.0,355968.0
Copying Beethoven,Matthew Goode,13,MGM,1978-04-03,1.0,2006-11-10,11000000.0,355968.0,355968.0
Coraline,Dakota Fanning,7,Focus,1994-02-23,0.0,2009-02-06,60000000.0,75286229.0,126037057.0
Corky Romano,Zach Galifianakis,-,BV,1969-10-01,1.0,2001-10-12,11000000.0,23978402.0,25116103.0
Country Strong,Garrett Hedlund,8,SGem,1984-09-03,1.0,2010-12-22,15000000.0,20218921.0,20601987.0
Country Strong,Gwyneth Paltrow,18,SGem,1972-09-27,0.0,2010-12-22,15000000.0,20218921.0,20601987.0
Country Strong,Leighton Meester,6,SGem,1986-04-09,0.0,2010-12-22,15000000.0,20218921.0,20601987.0
Couples Retreat,Jason Bateman,7,Uni.,1969-01-14,1.0,2009-10-09,60000000.0,109205660.0,172450423.0
Couples Retreat,Jon Favreau,7,Uni.,1966-10-19,1.0,2009-10-09,60000000.0,109205660.0,172450423.0
Couples Retreat,Kristen Bell,2,Uni.,1980-07-18,0.0,2009-10-09,60000000.0,109205660.0,172450423.0
Couples Retreat,Vince Vaughn,7,Uni.,1970-03-28,1.0,2009-10-09,60000000.0,109205660.0,172450423.0
Courage Under Fire,Denzel Washington,9,Fox,1954-12-28,1.0,1996-07-12,46000000.0,58918501.0,100748262.0
Courage Under Fire,Matt Damon,13,Fox,1970-10-08,1.0,1996-07-12,46000000.0,58918501.0,100748262.0
Courage Under Fire,Meg Ryan,6,Fox,1961-11-19,0.0,1996-07-12,46000000.0,58918501.0,100748262.0
Coyote Ugly,Bridget Moynahan,3,BV,1972-09-21,0.0,2000-08-04,45000000.0,60786269.0,115786269.0
Coyote Ugly,Johnny Knoxville,-,BV,1971-03-11,1.0,2000-08-04,45000000.0,60786269.0,115786269.0
Coyote Ugly,Maria Bello,5,BV,1967-04-18,0.0,2000-08-04,45000000.0,60786269.0,115786269.0
Coyote Ugly,Piper Perabo,4,BV,1976-10-31,0.0,2000-08-04,45000000.0,60786269.0,115786269.0
Cradle 2 the Grave,Jet Li,10,WB,1963-04-26,1.0,2003-02-28,25000000.0,34657731.0,56434942.0
Cradle Will Rock,Bill Murray,35,BV,1950-09-21,1.0,1999-12-08,32000000.0,2899970.0,2899970.0
Cradle Will Rock,Cary Elwes,23,BV,1962-10-26,1.0,1999-12-08,32000000.0,2899970.0,2899970.0
Cradle Will Rock,Jack Black,-,BV,1969-08-28,1.0,1999-12-08,32000000.0,2899970.0,2899970.0
Cradle Will Rock,John Cusack,34,BV,1966-06-28,1.0,1999-12-08,32000000.0,2899970.0,2899970.0
Cradle Will Rock,Paul Giamatti,-,BV,1967-06-06,1.0,1999-12-08,32000000.0,2899970.0,2899970.0
Cradle Will Rock,Susan Sarandon,46,BV,1946-10-04,0.0,1999-12-08,32000000.0,2899970.0,2899970.0
Crank,Jason Statham,14,LGF,1967-07-26,1.0,2006-09-01,12000000.0,27838408.0,43924923.0
Crash,Holly Hunter,20,FL,1958-03-20,0.0,1996-10-04,10000000.0,3168660.0,3168660.0
Crash,Brendan Fraser,7,Lions,1968-12-03,1.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crash,Don Cheadle,14,Lions,1964-11-29,1.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crash,Matt Dillon,6,Lions,1964-02-18,1.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crash,Ryan Phillippe,2,Lions,1974-09-10,1.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crash,Sandra Bullock,18,Lions,1964-07-26,0.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crash,Terrence Howard,7,Lions,1969-03-11,1.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crash,Thandie Newton,6,Lions,1972-11-06,0.0,2005-05-06,7303082.0,55334418.0,101173038.0
Crazy Heart,Colin Farrell,12,FoxS,1976-05-31,1.0,2009-12-16,8500000.0,39464306.0,47409815.0
Crazy Heart,Jeff Bridges,20,FoxS,1949-12-04,1.0,2009-12-16,8500000.0,39464306.0,47409815.0
Crazy Heart,Maggie Gyllenhaal,8,FoxS,1977-11-16,0.0,2009-12-16,8500000.0,39464306.0,47409815.0
Crazy Heart,Robert Duvall,24,FoxS,1931-01-05,1.0,2009-12-16,8500000.0,39464306.0,47409815.0
Crazy in Alabama,Lucas Black,11,Sony,1982-11-29,1.0,1999-10-22,15000000.0,1954202.0,1954202.0
Creed,Michael B. Jordan,1,WB,1987-02-09,1.0,2015-11-25,37000000.0,109767581.0,173267581.0
Creed,Sylvester Stallone,15,WB,1946-07-06,1.0,2015-11-25,37000000.0,109767581.0,173267581.0
Creepshow,Leslie Nielsen,-,WB,1926-02-11,1.0,1982-11-10,8000000.0,20036244.0,20036244.0
Crimson Tide,Denzel Washington,3,BV,1954-12-28,1.0,1995-05-12,55000000.0,91381194.0,159381194.0
Crimson Tide,James Gandolfini,1,BV,1961-09-18,1.0,1995-05-12,55000000.0,91381194.0,159381194.0
Crimson Tide,Ryan Phillippe,-,BV,1974-09-10,1.0,1995-05-12,55000000.0,91381194.0,159381194.0
Crimson Tide,Viggo Mortensen,4,BV,1958-10-20,1.0,1995-05-12,55000000.0,91381194.0,159381194.0
Critical Care,Albert Brooks,20,Art.,1947-07-22,1.0,1997-10-31,12000000.0,218158.0,218158.0
Critical Care,Anne Bancroft,26,Art.,1931-09-17,0.0,1997-10-31,12000000.0,218158.0,218158.0
Critical Care,Helen Mirren,37,Art.,1945-07-26,0.0,1997-10-31,12000000.0,218158.0,218158.0
Crossover,Anthony Mackie,22,Sony,1978-09-23,1.0,2006-09-01,5600000.0,7009668.0,7009668.0
Crossroads,Justin Long,12,Par.,1978-06-02,1.0,2002-02-15,12000000.0,37188667.0,57000000.0
Crossroads,Zoe Saldana,9,Par.,1978-06-19,0.0,2002-02-15,12000000.0,37188667.0,57000000.0
"Crouching Tiger, Hidden Dragon",Zhang Ziyi,2,SPC,1979-02-09,0.0,2000-12-08,15000000.0,128067808.0,213200000.0
Cruel Intentions,Reese Witherspoon,8,Sony,1976-03-22,0.0,1999-03-05,11000000.0,38201895.0,75775536.0
Cruel Intentions,Ryan Phillippe,3,Sony,1974-09-10,1.0,1999-03-05,11000000.0,38201895.0,75775536.0
Cruel Intentions,Sarah Michelle Gellar,6,Sony,1977-04-14,0.0,1999-03-05,11000000.0,38201895.0,75775536.0
Cry Freedom,Denzel Washington,39,Uni.,1954-12-28,1.0,1987-11-06,29000000.0,5899797.0,25899797.0
Cry Freedom,Kevin Kline,26,Uni.,1947-10-24,1.0,1987-11-06,29000000.0,5899797.0,25899797.0
Curious George,Drew Barrymore,10,Uni.,1975-02-22,0.0,2006-02-10,50000000.0,58336565.0,70749050.0
Curious George,Will Ferrell,15,Uni.,1967-07-16,1.0,2006-02-10,50000000.0,58336565.0,70749050.0
Cursed,Christina Ricci,13,Dim.,1980-02-12,0.0,2005-02-25,35000000.0,19294901.0,25114901.0
Cursed,Jesse Eisenberg,9,Dim.,1983-10-05,1.0,2005-02-25,35000000.0,19294901.0,25114901.0
Cutthroat Island,Frank Langella,15,MGM,1938-01-01,1.0,1995-12-22,92000000.0,9833397.0,18333397.0
Cyrus,Jonah Hill,23,FoxS,1983-12-20,1.0,2010-06-18,7000000.0,7461082.0,10055042.0
Cyrus,Marisa Tomei,24,FoxS,1964-12-04,0.0,2010-06-18,7000000.0,7461082.0,10055042.0
D.E.B.S.,Michael Clarke Duncan,17,IDP,1957-12-10,1.0,2005-03-25,3500000.0,96793.0,96793.0
Daddy Day Camp,"Cuba Gooding, Jr.",20,SonR,1968-01-02,1.0,2007-08-08,6000000.0,13235267.0,18209872.0
Daddy Day Care,Eddie Murphy,17,SonR,1961-04-03,1.0,2003-05-09,60000000.0,104148781.0,164285587.0
Dallas Buyers Club,Jennifer Garner,15,Focus,1972-04-17,0.0,2013-11-01,5000000.0,27298285.0,56238045.0
Dallas Buyers Club,Matthew McConaughey,20,Focus,1969-11-04,1.0,2013-11-01,5000000.0,27298285.0,56238045.0
Damsels in Distress,Adam Brody,9,SPC,1979-12-15,1.0,2012-04-06,3000000.0,1007535.0,1324299.0
Damsels in Distress,Analeigh Tipton,3,SPC,1988-11-09,0.0,2012-04-06,3000000.0,1007535.0,1324299.0
Damsels in Distress,Greta Gerwig,7,SPC,1983-08-04,0.0,2012-04-06,3000000.0,1007535.0,1324299.0
Dance Flick,Marlon Wayans,11,Par.,1972-07-23,1.0,2009-05-22,25000000.0,25662155.0,32092761.0
Dancer in the Dark,Stellan Skarsgard,-,FL,1951-06-13,1.0,2000-09-22,12500000.0,4157491.0,45557491.0
"Dancer, Texas Pop. 81",Breckin Meyer,10,Sony,1974-05-07,1.0,1998-05-01,2300000.0,565592.0,565592.0
Dances with Wolves,Kevin Costner,1,Orion,1955-01-18,1.0,1990-11-09,19000000.0,175293948.0,415285106.0
Dangerous Liaisons,Glenn Close,12,WB,1947-03-19,0.0,1988-12-21,14000000.0,32663833.0,32663833.0
Dangerous Liaisons,John Malkovich,10,WB,1953-12-09,1.0,1988-12-21,14000000.0,32663833.0,32663833.0
Dangerous Liaisons,Keanu Reeves,15,WB,1964-09-02,1.0,1988-12-21,14000000.0,32663833.0,32663833.0
Dangerous Liaisons,Michelle Pfeiffer,12,WB,1958-04-29,0.0,1988-12-21,14000000.0,32663833.0,32663833.0
Dangerous Liaisons,Uma Thurman,-,WB,1970-04-29,0.0,1988-12-21,14000000.0,32663833.0,32663833.0
Dangerous Liaisons,Zhang Ziyi,9,WGUSA,1979-02-09,0.0,2012-11-09,24200000.0,17000.0,10447579.0
Danny Collins,Al Pacino,31,BST,1940-04-25,1.0,2015-03-20,10000000.0,5637066.0,7501132.0
Danny Collins,Annette Bening,18,BST,1958-05-29,0.0,2015-03-20,10000000.0,5637066.0,7501132.0
Danny Collins,Christopher Plummer,14,BST,1929-12-13,1.0,2015-03-20,10000000.0,5637066.0,7501132.0
Danny Collins,Jennifer Garner,18,BST,1972-04-17,0.0,2015-03-20,10000000.0,5637066.0,7501132.0
Dante's Peak,Pierce Brosnan,7,Uni.,1953-05-16,1.0,1997-02-07,115000000.0,67155742.0,178191885.0
Daredevil,Ben Affleck,8,Fox,1972-08-15,1.0,2003-02-14,80000000.0,102543518.0,182782518.0
Daredevil,Colin Farrell,3,Fox,1976-05-31,1.0,2003-02-14,80000000.0,102543518.0,182782518.0
Daredevil,Jennifer Garner,2,Fox,1972-04-17,0.0,2003-02-14,80000000.0,102543518.0,182782518.0
Daredevil,Jon Favreau,-,Fox,1966-10-19,1.0,2003-02-14,80000000.0,102543518.0,182782518.0
Daredevil,Michael Clarke Duncan,5,Fox,1957-12-10,1.0,2003-02-14,80000000.0,102543518.0,182782518.0
Dark Blue,Brendan Gleeson,22,UA,1955-03-29,1.0,2003-02-21,15000000.0,9237470.0,12262065.0
Dark Blue,Kurt Russell,30,UA,1951-03-17,1.0,2003-02-21,15000000.0,9237470.0,12262065.0
Dark City,Jennifer Connelly,13,NL,1970-12-12,0.0,1998-02-27,27000000.0,14337579.0,27159564.0
Dark City,Kiefer Sutherland,19,NL,1966-12-21,1.0,1998-02-27,27000000.0,14337579.0,27159564.0
Dark City,Rufus Sewell,10,NL,1967-10-29,1.0,1998-02-27,27000000.0,14337579.0,27159564.0
Dark Shadows,Chloe Moretz,4,WB,1997-02-10,0.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Shadows,Christopher Lee,-,WB,1922-05-27,1.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Shadows,Eva Green,4,WB,1980-07-06,0.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Shadows,Helena Bonham Carter,12,WB,1966-05-26,0.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Shadows,Jackie Earle Haley,4,WB,1961-07-14,1.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Shadows,Johnny Depp,14,WB,1963-06-09,1.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Shadows,Michelle Pfeiffer,11,WB,1958-04-29,0.0,2012-05-11,150000000.0,79727149.0,238202668.0
Dark Water,Jennifer Connelly,11,BV,1970-12-12,0.0,2005-07-08,60000000.0,25473093.0,49473093.0
Darkness,Anna Paquin,10,Dim.,1982-07-24,0.0,2004-12-25,10600000.0,22163442.0,34409206.0
Darkness Falls,Emily Browning,-,SonR,1988-12-07,0.0,2003-01-24,7000000.0,32539681.0,47289758.0
Darling Companion,Diane Keaton,36,SPC,1946-01-05,0.0,2012-04-20,12000000.0,793352.0,1200346.0
Darling Companion,Elisabeth Moss,6,SPC,1982-07-24,0.0,2012-04-20,12000000.0,793352.0,1200346.0
Darling Companion,Kevin Kline,34,SPC,1947-10-24,1.0,2012-04-20,12000000.0,793352.0,1200346.0
Date Movie,Jennifer Coolidge,5,Fox,1961-08-28,0.0,2006-02-17,20000000.0,48548426.0,85146165.0
Date Night,Gal Gadot,5,Fox,1985-04-30,0.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,James Franco,6,Fox,1978-04-19,1.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Kristen Wiig,-,Fox,1973-08-22,0.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Leighton Meester,1,Fox,1986-04-09,0.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Mark Ruffalo,-,Fox,1967-11-22,1.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Mark Wahlberg,10,Fox,1971-06-05,1.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Mila Kunis,4,Fox,1983-08-14,0.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Steve Carell,11,Fox,1962-08-16,1.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Taraji P. Henson,3,Fox,1970-09-11,0.0,2010-04-09,55000000.0,98711404.0,152269033.0
Date Night,Tina Fey,3,Fox,1970-05-18,0.0,2010-04-09,55000000.0,98711404.0,152269033.0
Dawn of the Dead,Sarah Polley,1,Uni.,1979-01-08,0.0,2004-03-19,28000000.0,58990765.0,103452875.0
Dawn of the Dead,Ty Burrell,3,Uni.,1967-08-22,1.0,2004-03-19,28000000.0,58990765.0,103452875.0
Dawn of the Planet of the Apes,Andy Serkis,6,Fox,1964-04-20,1.0,2014-07-11,170000000.0,208545589.0,703545589.0
Dawn of the Planet of the Apes,Gary Oldman,8,Fox,1958-03-21,1.0,2014-07-11,170000000.0,208545589.0,703545589.0
Daybreakers,Ethan Hawke,11,LGF,1970-11-06,1.0,2010-01-08,20000000.0,30101577.0,51445503.0
Daybreakers,Willem Dafoe,16,LGF,1955-07-22,1.0,2010-01-08,20000000.0,30101577.0,51445503.0
Daylight,Sylvester Stallone,22,Uni.,1946-07-06,1.0,1996-12-06,80000000.0,32885565.0,158885565.0
Daylight,Viggo Mortensen,8,Uni.,1958-10-20,1.0,1996-12-06,80000000.0,32885565.0,158885565.0
Days of Heaven,Richard Gere,30,Par.,1949-08-31,1.0,1978-09-13,3000000.0,3446749.0,3660880.0
Days of Thunder,Cary Elwes,3,Par.,1962-10-26,1.0,1990-06-27,60000000.0,78771268.0,153771268.0
Days of Thunder,Nicole Kidman,3,Par.,1967-06-20,0.0,1990-06-27,60000000.0,78771268.0,153771268.0
Days of Thunder,Randy Quaid,2,Par.,1950-10-01,1.0,1990-06-27,60000000.0,78771268.0,153771268.0
Days of Thunder,Robert Duvall,7,Par.,1931-01-05,1.0,1990-06-27,60000000.0,78771268.0,153771268.0
Days of Thunder,Tom Cruise,15,Par.,1962-07-03,1.0,1990-06-27,60000000.0,78771268.0,153771268.0
Dazed and Confused,Ben Affleck,26,Gram.,1972-08-15,1.0,1993-09-24,6900000.0,7950889.0,7950889.0
Dazed and Confused,Matthew McConaughey,25,Gram.,1969-11-04,1.0,1993-09-24,6900000.0,7950889.0,7950889.0
Dazed and Confused,Milla Jovovich,15,Gram.,1975-12-17,0.0,1993-09-24,6900000.0,7950889.0,7950889.0
Dazed and Confused,Parker Posey,10,Gram.,1968-11-08,0.0,1993-09-24,6900000.0,7950889.0,7950889.0
De-Lovely,Ashley Judd,17,UA,1968-04-19,0.0,2004-06-25,15000000.0,13337299.0,18524496.0
De-Lovely,Jonathan Pryce,14,UA,1947-06-01,1.0,2004-06-25,15000000.0,13337299.0,18524496.0
De-Lovely,Kevin Kline,23,UA,1947-10-24,1.0,2004-06-25,15000000.0,13337299.0,18524496.0
Dead Man Down,Colin Farrell,20,FD,1976-05-31,1.0,2013-03-08,30000000.0,10895295.0,19599974.0
Dead Man Down,Dominic Cooper,9,FD,1978-06-02,1.0,2013-03-08,30000000.0,10895295.0,19599974.0
Dead Man Down,Noomi Rapace,3,FD,1979-12-28,0.0,2013-03-08,30000000.0,10895295.0,19599974.0
Dead Man Down,Terrence Howard,23,FD,1969-03-11,1.0,2013-03-08,30000000.0,10895295.0,19599974.0
Dead Man Walking,Jack Black,-,Gram.,1969-08-28,1.0,1995-12-29,11000000.0,39379757.0,83080768.0
Dead Man Walking,Peter Sarsgaard,-,Gram.,1971-03-07,1.0,1995-12-29,11000000.0,39379757.0,83080768.0
Dead Man Walking,Sean Penn,8,Gram.,1960-08-17,1.0,1995-12-29,11000000.0,39379757.0,83080768.0
Dead Man Walking,Susan Sarandon,14,Gram.,1946-10-04,0.0,1995-12-29,11000000.0,39379757.0,83080768.0
Dead Man on Campus,Adam Brody,-,Par.,1979-12-15,1.0,1998-08-21,14000000.0,15062898.0,15062898.0
Dead Man on Campus,Jason Segel,11,Par.,1980-01-18,1.0,1998-08-21,14000000.0,15062898.0,15062898.0
Dead Poets Society,Ethan Hawke,1,BV,1970-11-06,1.0,1989-06-02,16400000.0,94326915.0,237966799.0
Dead Poets Society,Robin Williams,10,BV,1951-07-21,1.0,1989-06-02,16400000.0,94326915.0,237966799.0
Deadfall,Eric Bana,15,Magn.,1968-08-09,1.0,2012-12-07,6000000.0,66351.0,1673635.0
Deadfall,Olivia Wilde,20,Magn.,1984-03-10,0.0,2012-12-07,6000000.0,66351.0,1673635.0
Deadpool,Ryan Reynolds,1,Fox,1976-10-23,1.0,2016-02-12,58000000.0,360087900.0,760487900.0
Dear Frankie,Gerard Butler,23,Mira.,1969-11-13,1.0,2005-03-04,4600000.0,1340891.0,3147385.0
Dear John,Amanda Seyfried,5,SGem,1985-12-03,0.0,2010-02-05,25000000.0,80014842.0,142033509.0
Dear John,Channing Tatum,10,SGem,1980-04-26,1.0,2010-02-05,25000000.0,80014842.0,142033509.0
Dear Wendy,Jamie Bell,18,Wells,1986-03-14,1.0,2005-09-23,8000000.0,23106.0,446438.0
Death Becomes Her,Bruce Willis,13,Uni.,1955-03-19,1.0,1992-07-31,55000000.0,58422650.0,149022650.0
Death Becomes Her,Meryl Streep,11,Uni.,1949-06-22,0.0,1992-07-31,55000000.0,58422650.0,149022650.0
Death Becomes Her,Sydney Pollack,-,Uni.,1934-07-01,1.0,1992-07-31,55000000.0,58422650.0,149022650.0
Death Race,Jason Statham,10,Uni.,1967-07-26,1.0,2008-08-22,65000000.0,36097530.0,72298317.0
Death Race,Joan Allen,7,Uni.,1956-08-20,0.0,2008-08-22,65000000.0,36097530.0,72298317.0
Death Race,Tyrese Gibson,10,Uni.,1978-12-30,1.0,2008-08-22,65000000.0,36097530.0,72298317.0
Death Sentence,Garrett Hedlund,10,Fox,1984-09-03,1.0,2007-08-31,20000000.0,9534258.0,16907831.0
Death Sentence,Kevin Bacon,30,Fox,1958-07-08,1.0,2007-08-31,20000000.0,9534258.0,16907831.0
Death at a Funeral,Chris Rock,13,SGem,1965-02-07,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Danny Glover,19,SGem,1946-07-22,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,James Marsden,14,SGem,1973-09-18,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Kevin Hart,-,SGem,1979-07-06,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Luke Wilson,8,SGem,1971-09-21,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Martin Lawrence,18,SGem,1965-04-16,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Regina Hall,10,SGem,1970-12-12,0.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Tracy Morgan,6,SGem,1968-11-10,1.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death at a Funeral,Zoe Saldana,11,SGem,1978-06-19,0.0,2010-04-16,21000000.0,42739347.0,48977233.0
Death to Smoochy,Danny DeVito,34,WB,1944-11-17,1.0,2002-03-29,50000000.0,8355815.0,8374062.0
Death to Smoochy,Edward Norton,18,WB,1969-08-18,1.0,2002-03-29,50000000.0,8355815.0,8374062.0
Death to Smoochy,Robin Williams,40,WB,1951-07-21,1.0,2002-03-29,50000000.0,8355815.0,8374062.0
Deception,Ewan McGregor,28,Fox,1971-03-31,1.0,2008-04-25,25000000.0,4598506.0,12850033.0
Deception,Hugh Jackman,24,Fox,1968-10-12,1.0,2008-04-25,25000000.0,4598506.0,12850033.0
Deck the Halls,Danny DeVito,25,Fox,1944-11-17,1.0,2006-11-22,51000000.0,35093569.0,46815807.0
Deck the Halls,Matthew Broderick,14,Fox,1962-03-21,1.0,2006-11-22,51000000.0,35093569.0,46815807.0
Deconstructing Harry,Billy Crystal,16,FL,1948-03-14,1.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Demi Moore,-,FL,1962-11-11,0.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Jennifer Garner,-,FL,1972-04-17,0.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Paul Giamatti,-,FL,1967-06-06,1.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Robin Williams,-,FL,1951-07-21,1.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Stanley Tucci,-,FL,1960-11-11,1.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Tobey Maguire,-,FL,1975-06-27,1.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deconstructing Harry,Woody Allen,17,FL,1935-12-01,1.0,1997-12-12,20000000.0,10569071.0,10569071.0
Deep Blue Sea,Samuel L. Jackson,16,WB,1948-12-21,1.0,1999-07-28,60000000.0,73648228.0,165048228.0
Deep Blue Sea,Stellan Skarsgard,11,WB,1951-06-13,1.0,1999-07-28,60000000.0,73648228.0,165048228.0
Deep Blue Sea,Thomas Jane,1,WB,1969-02-22,1.0,1999-07-28,60000000.0,73648228.0,165048228.0
Deep Impact,Elijah Wood,5,Par.,1981-01-28,1.0,1998-05-08,80000000.0,140300426.0,349300426.0
Deep Impact,Jon Favreau,-,Par.,1966-10-19,1.0,1998-05-08,80000000.0,140300426.0,349300426.0
Deep Impact,Morgan Freeman,7,Par.,1937-06-01,1.0,1998-05-08,80000000.0,140300426.0,349300426.0
Deep Impact,Robert Duvall,4,Par.,1931-01-05,1.0,1998-05-08,80000000.0,140300426.0,349300426.0
Deep Impact,Tea Leoni,2,Par.,1966-02-25,0.0,1998-05-08,80000000.0,140300426.0,349300426.0
Defendor,Kat Dennings,10,Dar.,1986-06-13,0.0,2010-02-19,3750000.0,44462.0,44462.0
Defendor,Woody Harrelson,46,Dar.,1961-07-23,1.0,2010-02-19,3750000.0,44462.0,44462.0
Defiance,Alexa Davalos,3,ParV,1982-05-28,0.0,2008-12-31,50000000.0,28644813.0,52987754.0
Defiance,Daniel Craig,12,ParV,1968-03-02,1.0,2008-12-31,50000000.0,28644813.0,52987754.0
Defiance,Jamie Bell,7,ParV,1986-03-14,1.0,2008-12-31,50000000.0,28644813.0,52987754.0
Defiance,Liev Schreiber,13,ParV,1967-10-04,1.0,2008-12-31,50000000.0,28644813.0,52987754.0
"Definitely, Maybe",Abigail Breslin,15,Uni.,1996-04-14,0.0,2008-02-14,7000000.0,31973840.0,55350057.0
"Definitely, Maybe",Derek Luke,6,Uni.,1974-04-24,1.0,2008-02-14,7000000.0,31973840.0,55350057.0
"Definitely, Maybe",Elizabeth Banks,14,Uni.,1974-02-10,0.0,2008-02-14,7000000.0,31973840.0,55350057.0
"Definitely, Maybe",Isla Fisher,9,Uni.,1976-02-03,0.0,2008-02-14,7000000.0,31973840.0,55350057.0
"Definitely, Maybe",Kevin Kline,15,Uni.,1947-10-24,1.0,2008-02-14,7000000.0,31973840.0,55350057.0
"Definitely, Maybe",Rachel Weisz,13,Uni.,1970-03-07,0.0,2008-02-14,7000000.0,31973840.0,55350057.0
"Definitely, Maybe",Ryan Reynolds,13,Uni.,1976-10-23,1.0,2008-02-14,7000000.0,31973840.0,55350057.0
Delgo,Anne Bancroft,25,Free,1931-09-17,0.0,2008-12-12,40000000.0,915840.0,915840.0
Delgo,"Freddie Prinze, Jr.",14,Free,1976-03-08,1.0,2008-12-12,40000000.0,915840.0,915840.0
Delgo,Jennifer Love Hewitt,8,Free,1979-02-21,0.0,2008-12-12,40000000.0,915840.0,915840.0
Delgo,Michael Clarke Duncan,-,Free,1957-12-10,1.0,2008-12-12,40000000.0,915840.0,915840.0
Delgo,Val Kilmer,28,Free,1959-12-31,1.0,2008-12-12,40000000.0,915840.0,915840.0
Delivery Man,Chris Pratt,6,BV,1979-06-21,1.0,2013-11-22,22000000.0,30659817.0,70536870.0
Delivery Man,Vince Vaughn,18,BV,1970-03-28,1.0,2013-11-22,22000000.0,30659817.0,70536870.0
Derailed,Clive Owen,6,Wein.,1964-10-03,1.0,2005-11-11,22000000.0,36020063.0,57520063.0
Derailed,David Oyelowo,-,Wein.,1976-04-01,1.0,2005-11-11,22000000.0,36020063.0,57520063.0
Derailed,Jennifer Aniston,14,Wein.,1969-02-11,0.0,2005-11-11,22000000.0,36020063.0,57520063.0
Desert Blue,Casey Affleck,20,Gold.,1975-08-12,1.0,1999-06-04,5000000.0,99147.0,99147.0
Desert Blue,Christina Ricci,29,Gold.,1980-02-12,0.0,1999-06-04,5000000.0,99147.0,99147.0
Desert Blue,Kate Hudson,23,Gold.,1979-04-19,0.0,1999-06-04,5000000.0,99147.0,99147.0
Desert Blue,Liev Schreiber,-,Gold.,1967-10-04,1.0,1999-06-04,5000000.0,99147.0,99147.0
Desert Blue,Peter Sarsgaard,-,Gold.,1971-03-07,1.0,1999-06-04,5000000.0,99147.0,99147.0
Desert Dancer,Freida Pinto,8,Rela.,1984-10-18,0.0,2015-04-10,4000000.0,155271.0,321238.0
Desperado,Antonio Banderas,17,Sony,1960-08-10,1.0,1995-08-25,7000000.0,25405445.0,25405445.0
Despicable Me,Danny McBride,-,Uni.,1976-12-29,1.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me,Jason Segel,1,Uni.,1980-01-18,1.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me,Jemaine Clement,-,Uni.,1974-01-10,1.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me,Julie Andrews,-,Uni.,1935-10-01,0.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me,Kristen Wiig,-,Uni.,1973-08-22,0.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me,Mindy Kaling,-,Uni.,1979-06-24,0.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me,Russell Brand,2,Uni.,1975-06-04,1.0,2010-07-09,69000000.0,251513985.0,543495033.0
